finding_id,study_id,polymer_code,polymer_parent,polymer_family,is_plastic,role,id_status,extraction_support,source
cov3-P01,cov3,PE,,Polyolefin,yes,field_detection,unverified,A,extraction
cov3-P02,cov3,PET,PEST,Polyester,yes,field_detection,unverified,A,extraction
cov3-P03,cov3,PVC,,Vinyl,yes,field_detection,unverified,A,extraction
cov3-P04,cov3,PA,,Polyamide,yes,field_detection,unverified,A,extraction
cov3-P05,cov3,PA66,PA,Polyamide,yes,field_detection,unverified,A,extraction
cov3-P06,cov3,PE,,Polyolefin,yes,recovery_spike,known_material,,extraction
cov5-P01,cov5,PE,,Polyolefin,yes,reported,unverified,A,extraction
cov5-P02,cov5,PP,,Polyolefin,yes,reported,unverified,A,extraction
cov5-P03,cov5,PET,PEST,Polyester,yes,reported,unverified,A,extraction
cov5-P04,cov5,PS,,Styrenic,yes,reported,unverified,A,extraction
cov5-P05,cov5,PVC,,Vinyl,yes,reported,unverified,A,extraction
cov5-P06,cov5,PA,,Polyamide,yes,reported,unverified,A,extraction
cov5-P07,cov5,PU,,Polyurethane,yes,reported,unverified,A,extraction
cov5-P08,cov5,PC,,Polycarbonate,yes,reported,unverified,A,extraction
cov5-P09,cov5,PMMA,ACR,Acrylic,yes,reported,unverified,A,extraction
cov5-P10,cov5,PA66,PA,Polyamide,yes,reported,unverified,B,extraction
cov5-P11,cov5,PA6,PA,Polyamide,yes,reported,unverified,B,extraction
cov5-P12,cov5,SBR,,Elastomer,yes,reported,unverified,A,extraction
cov5-P13,cov5,ABS,,Styrenic,yes,reported,unverified,A,extraction
cov5-P14,cov5,RAYON,,Semi-synthetic cellulose,semi,reported,unverified,A,extraction
cov8-P01,cov8,PE,,Polyolefin,yes,field_detection,unverified,A,extraction
cov8-P02,cov8,PP,,Polyolefin,yes,field_detection,unverified,A,extraction
cov8-P03,cov8,PET,PEST,Polyester,yes,field_detection,unverified,B,extraction
cov8-P04,cov8,PVC,,Vinyl,yes,field_detection,unverified,A,extraction
cov8-P05,cov8,PA,,Polyamide,yes,field_detection,unverified,B,extraction
cov8-P06,cov8,PU,,Polyurethane,yes,field_detection,unverified,A,extraction
cov8-P07,cov8,PMMA,ACR,Acrylic,yes,field_detection,unverified,A,extraction
cov8-P08,cov8,ACR,,Acrylic,yes,field_detection,unverified,A,extraction
cov8-P09,cov8,PE-CL,PE,Polyolefin,yes,field_detection,unverified,A,extraction
cov8-P10,cov8,EVA,,Polyolefin,yes,field_detection,unverified,B,extraction
cov8-P11,cov8,PB,,Elastomer,yes,field_detection,unverified,B,extraction
cov8-P12,cov8,EAA,,Polyolefin,yes,field_detection,unverified,B,extraction
cov8-P13,cov8,FKM,,Elastomer,yes,field_detection,unverified,B,extraction
cov8-P14,cov8,MBS,,Styrenic,yes,field_detection,unverified,B,extraction
cov8-P15,cov8,PIB,,Elastomer,yes,field_detection,unverified,B,extraction
cov8-P16,cov8,POM,,Polyacetal,yes,field_detection,unverified,B,extraction
cov8-P17,cov8,PA66,PA,Polyamide,yes,field_detection,unverified,A,extraction
cov8-P18,cov8,PE,,Polyolefin,yes,recovery_spike,known_material,,extraction
cov8-P19,cov8,PA66,PA,Polyamide,yes,recovery_spike,known_material,,extraction
cov8-P20,cov8,PVC,,Vinyl,yes,recovery_spike,known_material,,extraction
cov8-P21,cov8,PS,,Styrenic,yes,recovery_spike,known_material,,extraction
cov8-P22,cov8,PET,PEST,Polyester,yes,recovery_spike,known_material,,extraction
cov8-P23,cov8,PMMA,ACR,Acrylic,yes,recovery_spike,known_material,,extraction
cov8-P24,cov8,PC,,Polycarbonate,yes,recovery_spike,known_material,,extraction
cov8-P25,cov8,PA6,PA,Polyamide,yes,recovery_spike,known_material,,extraction
cov8-P26,cov8,PP,,Polyolefin,yes,recovery_spike,known_material,,extraction
cov11-P01,cov11,PE,,Polyolefin,yes,reported,unverified,A,extraction
cov11-P02,cov11,PP,,Polyolefin,yes,reported,unverified,A,extraction
cov11-P03,cov11,PET,PEST,Polyester,yes,reported,unverified,A,extraction
cov11-P04,cov11,PS,,Styrenic,yes,reported,unverified,A,extraction
cov11-P05,cov11,PVC,,Vinyl,yes,reported,unverified,A,extraction
cov11-P06,cov11,PA,,Polyamide,yes,reported,unverified,A,extraction
cov11-P07,cov11,PMMA,ACR,Acrylic,yes,reported,unverified,A,extraction
cov11-P08,cov11,CELL,,Natural,no,reported,unverified,A,extraction
cov32-P01,cov32,PE,,Polyolefin,yes,field_detection,unverified,A,extraction
cov32-P02,cov32,PP,,Polyolefin,yes,field_detection,unverified,A,extraction
cov32-P03,cov32,PET,PEST,Polyester,yes,field_detection,unverified,A,extraction
cov32-P04,cov32,PS,,Styrenic,yes,field_detection,unverified,A,extraction
cov32-P05,cov32,PVC,,Vinyl,yes,field_detection,unverified,A,extraction
cov32-P06,cov32,PC,,Polycarbonate,yes,field_detection,unverified,A,extraction
cov32-P07,cov32,POM,,Polyacetal,yes,field_detection,unverified,A,extraction
cov32-P08,cov32,ACR,,Acrylic,yes,field_detection,unverified,A,extraction
cov42-P01,cov42,PS,,Styrenic,yes,exposure_material,proxy_tracked,,full_text
cov46-P01,cov46,PS,,Styrenic,yes,reported,unverified,A,extraction
cov46-P02,cov46,PS,,Styrenic,yes,recovery_spike,known_material,,extraction
cov57-P01,cov57,PE-HD,PE,Polyolefin,yes,exposure_material,confirmed,,full_text
cov57-P02,cov57,PC,,Polycarbonate,yes,exposure_material,confirmed,,full_text
cov74-P01,cov74,PE,,Polyolefin,yes,field_detection,unverified,A,extraction
cov74-P02,cov74,PP,,Polyolefin,yes,field_detection,unverified,A,extraction
cov74-P03,cov74,PS,,Styrenic,yes,field_detection,unverified,A,extraction
cov74-P04,cov74,PVC,,Vinyl,yes,field_detection,unverified,A,extraction
cov81-P01,cov81,PE,,Polyolefin,yes,field_detection,unverified,A,extraction
cov81-P02,cov81,PP,,Polyolefin,yes,field_detection,unverified,A,extraction
cov81-P03,cov81,PS,,Styrenic,yes,field_detection,unverified,A,extraction
cov81-P04,cov81,PVC,,Vinyl,yes,field_detection,unverified,A,extraction
cov81-P05,cov81,PA,,Polyamide,yes,field_detection,unverified,A,extraction
cov81-P06,cov81,PU,,Polyurethane,yes,field_detection,unverified,A,extraction
cov81-P07,cov81,PC,,Polycarbonate,yes,field_detection,unverified,A,extraction
cov81-P08,cov81,PMMA,ACR,Acrylic,yes,field_detection,unverified,A,extraction
cov81-P09,cov81,EVA,,Polyolefin,yes,field_detection,unverified,A,extraction
cov81-P10,cov81,PEST,,Polyester,yes,field_detection,unverified,B,extraction
cov81-P11,cov81,PSU,,Sulfone polymer,yes,field_detection,unverified,A,extraction
cov81-P12,cov81,PVME,,Vinyl,yes,field_detection,unverified,A,extraction
cov81-P13,cov81,PVP,,Vinyl,yes,field_detection,unverified,A,extraction
cov81-P14,cov81,EPM,,Polyolefin,yes,field_detection,unverified,B,extraction
cov82-P01,cov82,PS,,Styrenic,yes,exposure_material,known_material,,full_text
cov82-P02,cov82,PET,PEST,Polyester,yes,method_material,known_material,,full_text
cov82-P03,cov82,PE,,Polyolefin,yes,method_material,known_material,,full_text
cov82-P04,cov82,PVC,,Vinyl,yes,method_material,known_material,,full_text
cov98-P01,cov98,PS,,Styrenic,yes,exposure_material,proxy_tracked,,full_text
cov111-P01,cov111,PE,,Polyolefin,yes,field_detection,unverified,A,extraction
cov111-P02,cov111,PS,,Styrenic,yes,field_detection,unverified,A,extraction
cov111-P03,cov111,PVC,,Vinyl,yes,field_detection,unverified,A,extraction
cov111-P04,cov111,PC,,Polycarbonate,yes,field_detection,unverified,A,extraction
cov111-P05,cov111,ABS,,Styrenic,yes,field_detection,unverified,A,extraction
cov111-P06,cov111,PTFE,,Fluoropolymer,yes,field_detection,unverified,A,extraction
cov139-P01,cov139,PE,,Polyolefin,yes,field_detection,unverified,A,extraction
cov139-P02,cov139,PP,,Polyolefin,yes,field_detection,unverified,A,extraction
cov139-P03,cov139,PET,PEST,Polyester,yes,field_detection,unverified,A,extraction
cov139-P04,cov139,PS,,Styrenic,yes,field_detection,unverified,B,extraction
cov139-P05,cov139,PA,,Polyamide,yes,field_detection,unverified,A,extraction
cov139-P06,cov139,PU,,Polyurethane,yes,field_detection,unverified,B,extraction
cov139-P07,cov139,ABS,,Styrenic,yes,field_detection,unverified,A,extraction
cov139-P08,cov139,ACR,,Acrylic,yes,field_detection,unverified,A,extraction
cov139-P09,cov139,PA,,Polyamide,yes,recovery_spike,known_material,,extraction
cov139-P10,cov139,PS-E,PS,Styrenic,yes,recovery_spike,known_material,,extraction
cov139-P11,cov139,PE-HD,PE,Polyolefin,yes,recovery_spike,known_material,,extraction
cov139-P12,cov139,PP,,Polyolefin,yes,recovery_spike,known_material,,extraction
cov146-P01,cov146,PE,,Polyolefin,yes,field_detection,confirmed,,full_text
cov146-P02,cov146,PP,,Polyolefin,yes,field_detection,confirmed,,full_text
cov146-P03,cov146,PET,PEST,Polyester,yes,field_detection,confirmed,,full_text
cov146-P04,cov146,PS,,Styrenic,yes,field_detection,confirmed,,full_text
